Title,Cites,Year,Reference,Publisher,Tag,Link,Description
Deep learning model for diabetic retinopathy detection,9, 2017,"庞浩， 王枞 - Journal of Software, 2017 - jos.org.cn",jos.org.cn, Journal of Software,https://www.jos.org.cn/josen/article/abstract/5332,"… By comparing with doctor's diagnosis, it is shown that the output of the … diagnosis. In addition, 
an improved method of fine-grained image classification using weak supervised learning is …"
Leveraging multimodal deep learning architecture with retina lesion information to detect diabetic retinopathy,5, 2020,"VS Tseng, CL Chen, CM Liang, MC Tai… - … Vision Science & …, 2020 - jov.arvojournals.org",jov.arvojournals.org, … Vision Science & …,https://jov.arvojournals.org/article.aspx?articleid=2770327,"… DR classification. Assuming that the extracted neighborhood context of lesions enhances … 
classification performance, the lesion detection or localization may support clinical diagnosis, …"
… of deep neural network-based artificial intelligence method in diabetic retinopathy screening: a systematic review and meta-analysis of diagnostic test …,22, 2020,"S Wang, Y Zhang, S Lei, H Zhu, J Li… - European Journal …, 2020 - eje.bioscientifica.com",eje.bioscientifica.com, European Journal …,https://eje.bioscientifica.com/view/journals/eje/183/1/EJE-19-0968.xml,"… and validation of a deep learning algorithm for detection of diabetic retinopathy in … Non-proliferative 
diabetic retinopathy symptoms detection and classification using neural network. …"
Classification of pathological signs for diabetic retinopathy diagnosis using image enhancement technique and convolution neural network,2, 2019,"AHA Samah, F Ahmad, MK Osman… - 2019 9th IEEE …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 9th IEEE …,https://ieeexplore.ieee.org/abstract/document/9068538/,"… an automatic and intelligent machine learning algorithm for the detection of diabetic retinopathy 
(DR) in fundus image. It involves image enhancement and classification of pathological …"
Computer-aided diagnosis of diabetic retinopathy: A review,420, 2013,"MRK Mookiah, UR Acharya, CK Chua, CM Lim… - Computers in biology …, 2013 - Elsevier",Elsevier, Computers in biology …,https://www.sciencedirect.com/science/article/pii/S0010482513002862,"… It involves extensive computation during training and classification. Moreover, the … using 
pixel classification based on machine learning algorithm. Initially, pixels were classified and …"
Evaluation of convolutional neural network variants for diagnosis of diabetic retinopathy,2, 2021,"A Bustamam, D Sarwinda, RH Paradisa… - Commun. Math. Biol …, 2021 - scik.org",scik.org, Commun. Math. Biol …,http://scik.org/index.php/cmbn/article/view/5660,"… In this study, the authors propose a DR diagnosis using a deep learning approach, namely 
the Convolutional Neural Network (CNN) method, to extract features and classify DR on …"
Ophthalmic diagnosis and deep learning–a survey,13, 2018,"S Sengupta, A Singh, HA Leopold… - arXiv preprint arXiv …, 2018 - researchgate.net",researchgate.net, arXiv preprint arXiv …,https://www.researchgate.net/profile/Vasudevan-Lakshminarayanan/publication/329771949_OCTID_Optical_Coherence_Tomography_Image_Database/links/5c3be5ba458515a4c7247c91/OCTID-Optical-Coherence-Tomography-Image-Database.pdf,"… Recent deep learning models for classification of retinal disease including age-related 
macular degeneration, glaucoma, diabetic macular edema and diabetic retinopathy are also …"
Automatic classification of diabetic retinopathy based on deep learning-a review,2, 2020,"S Sooraj, M Bedeeuzzaman - 2020 International Conference …, 2020 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2020 International Conference …,https://ieeexplore.ieee.org/abstract/document/9249980/,"… techniques used and indicate that it can assist in intelligent diagnosis process. The usefulness 
of various methods using advanced technologies viz deep learning is also discussed. …"
"The value of automated diabetic retinopathy screening with the EyeArt system: a study of more than 100,000 consecutive encounters from people with diabetes",84, 2019,"M Bhaskaranand, C Ramachandra, S Bhat… - Diabetes technology …, 2019 - liebertpub.com",liebertpub.com, Diabetes technology …,https://www.liebertpub.com/doi/abs/10.1089/dia.2019.0164,"… of diagnosis of diabetes and every 1–2 years thereafter if no … v1.2 using traditional machine 
learning have been described … Grading System. The graders provided the international …"
An effective technique for diabetic retinopathy using hybrid machine learning technique,4, 2021,"NS Murthy, B Arunadevi - Statistical Methods in Medical …, 2021 - journals.sagepub.com",journals.sagepub.com, Statistical Methods in Medical …,https://journals.sagepub.com/doi/abs/10.1177/0962280220983541,"… segmentation and the second one is classification of affected retinal BV. The proposed method 
… In previously, the several researchers have given a several approaches in DR diagnosis, …"
Algorithms for red lesion detection in Diabetic Retinopathy: A review,37, 2018,"RS Biyani, BM Patre - Biomedicine & Pharmacotherapy, 2018 - Elsevier",Elsevier, Biomedicine & Pharmacotherapy,https://www.sciencedirect.com/science/article/pii/S075333221833347X,"… techniques helps in timely diagnosis and could assist … SVM assisted in an easy training 
and classification of MA with a … Deep learning is an emerging area and proving to be of …"
A machine learning-based framework to identify type 2 diabetes through electronic health records,277, 2017,"T Zheng, W Xie, L Xu, X He, Y Zhang, M You… - International journal of …, 2017 - Elsevier",Elsevier, International journal of …,https://www.sciencedirect.com/science/article/pii/S1386505616302155,"… Diagnosis note Number of times communication report containing notes of type 2 diabetes, 
diabetic retinopathy, diabetic neuropathy, diabetic … performances of our classification models, …"
"Automated analysis of diabetic retinopathy images: principles, recent developments, and emerging trends",34, 2013,"B Li, HK Li - Current diabetes reports, 2013 - Springer",Springer, Current diabetes reports,https://link.springer.com/article/10.1007/s11892-013-0393-9,"… Timely diagnosis and intervention are essential for treatment … Newer techniques include 
those that adapt machine learning … classified as either nonproliferative diabetic retinopathy (…"
Point-of-care diabetic retinopathy diagnosis: a standalone mobile application approach,2, 2020,"MT Hagos - arXiv preprint arXiv:2002.04066, 2020 - arxiv.org",arxiv.org, arXiv preprint arXiv:2002.04066,https://arxiv.org/abs/2002.04066,"… In image level classification of diabetic retinopathy, deep learning techniques such as … have 
also been investigated using deep learning approaches as signs of diabetic retinopathy as is …"
Application of deep learning for retinal image analysis: A review,96, 2020,"M Badar, M Haris, A Fatima - Computer Science Review, 2020 - Elsevier",Elsevier, Computer Science Review,https://www.sciencedirect.com/science/article/pii/S1574013719301327,"… Development of screening systems are helpful in early diagnosis and real time classification 
of retinal diseases such as Diabetic Retinopathy (DR), Age Related Macular Degeneration (…"
Development of a fundus image-based deep learning diagnostic tool for various retinal diseases,14, 2021,"KM Kim, TY Heo, A Kim, J Kim, KJ Han, J Yun… - Journal of Personalized …, 2021 - mdpi.com",mdpi.com, Journal of Personalized …,https://www.mdpi.com/1080112,"… We classified retinal images with three convolutional … diabetic retinopathy diagnosis [1], 
deep learning-based tools have been extensively developed in ophthalmology. Various retinal …"
Presentation of a segmentation method for a diabetic retinopathy patient's fundus region detection using a convolutional neural network,16, 2021,"A Valizadeh, S Jafarzadeh Ghoushchi… - … Intelligence and …, 2021 - hindawi.com",hindawi.com, … Intelligence and …,https://www.hindawi.com/journals/cin/2021/7714351/,"… e severity of diabetic retinopathy and the diagnosis of … included in the diabetic retinopathy 
(DR) classification. is takes a … automatically, we used a deep learning structure to segment the …"
Detecting lesion characteristics of diabetic retinopathy using machine learning and computer vision,2, 2020,"A Bustamam, D Sarwinda, B Abdillah… - International Journal on …, 2020 - researchgate.net",researchgate.net, International Journal on …,https://www.researchgate.net/profile/Tesdiq-Kaloka/publication/344025861_Detecting_Lesion_Characteristics_of_Diabetic_Retinopathy_Using_Machine_Learning_and_Computer_Vision/links/5f9f4e5b92851c14bcfc403a/Detecting-Lesion-Characteristics-of-Diabetic-Retinopathy-Using-Machine-Learning-and-Computer-Vision.pdf,"… done regarding diabetic retinopathy classification using lesion. … ] to make classification of 
diabetic retinopathy with an accuracy … in diagnosis or medication errors associated with diabetic …"
Development and validation of deep learning models for screening multiple abnormal findings in retinal fundus images,125, 2020,"J Son, JY Shin, HD Kim, KH Jung, KH Park, SJ Park - Ophthalmology, 2020 - Elsevier",Elsevier, Ophthalmology,https://www.sciencedirect.com/science/article/pii/S0161642019303744,"… for diabetic retinopathy-related findings tested in the Indian … the proper diagnosis rather than 
drawing the diagnosis from … of our deep learning algorithms is that the classification result is …"
Fundus image classification for diabetic retinopathy using disease severity grading,14, 2019,"A Sakaguchi, R Wu, S Kamata - … of the 2019 9th international conference …, 2019 - dl.acm.org",dl.acm.org, … of the 2019 9th international conference …,https://dl.acm.org/doi/abs/10.1145/3326172.3326198,"… In the latter one, machine learning is utilized. There are a … processing to the diagnosis of 
diabetic retinopathydetection of exudates in colour fundus images of the human retina. IEEE …"
Detection of diabetic eye disease from retinal images using a deep learning based CenterNet model,20, 2021,"T Nazir, M Nawaz, J Rashid, R Mahum, M Masood… - Sensors, 2021 - mdpi.com",mdpi.com, Sensors,https://www.mdpi.com/1424-8220/21/16/5283,"… Diabetic retinopathy (DR) is an eye disease that alters the blood vessels of a person suffering 
from diabetes… based CenterNet model trained for eye disease classification. Initially, we …"
Machine learning and artificial intelligence based diabetes mellitus detection and self-management: a systematic review,82, 2020,"J Chaki, ST Ganesh, SK Cidham… - Journal of King Saud …, 2020 - Elsevier",Elsevier, Journal of King Saud …,https://www.sciencedirect.com/science/article/pii/S1319157820304134,"… and diagnosis, classification, and diagnosis of DM as … retinal abnormality detection and 
classification approach: Computer aided detection for diabetic retinopathy by machine learning …"
